334592;University of Chinese Academy of Sciences (UCAS)
294253;University of Hull
297272;University of Szeged
297175;Yokohama City University
297012;Lanzhou University
295396;Tata Institute of Fundamental Research (TIFR), Mumbai
294976;China University of Geosciences
295259;International School for Advanced Studies of Trieste
296666;University of Mons
296500;University of Wroclaw
297013;Hunan University
294977;Nanjing University of Science and Technology
297305;Panjab University
295576;Scuola Normale Superiore di Pisa
296772;Tokyo University of Agriculture and Technology
294607;University of Bayreuth
296568;Universität Siegen
293598;Université de Nantes
294036;London Business School
294596;Bocconi University
294228;INSEAD
297338;Copenhagen Business School
295397;HEC Paris School of Management
297279;Stockholm School of Economics
297284;University of St.Gallen (HSG)
309672;Universitat Ramon Llull
294440;ESSEC Business School
297059;WU (Vienna University of Economics and Business)
297546;Université Paris-Dauphine, PSL Research University
294622;Athens University of Economics and Business
294600;BI Norwegian Business School
294417;Fundação Getulio Vargas (FGV)
297060;Luiss Guido Carli University
297241;Université Toulouse 1 Capitole
294996;Shanghai University of Finance and Economics
297635;Instituto Tecnológico Autónomo de México (ITAM)
294131;WHU - Otto Beisheim School of Management
294824;Indian Institute of Management (IIM) - Bangalore
293151;Babson College, F.W. Olin Graduate School of Business
294822;Indian Institute of Management (IIM) - Ahmedabad
293153;NHH Norwegian School of Economics
295117;Plekhanov Russian University of Economics
294642;Universidad Adolfo Ibàñez
297572;University of Economics, Prague
297408;Corvinus University of Budapest
294512;Coventry University
296757;Dongguk University
294305;Grenoble Ecole de Management
297068;Koc University
294547;Universidade Católica Portuguesa - UCP
293774;Warsaw School of Economics (SGH)
295290;Agro, ParisTech
293847;Norwegian University of Life Sciences
294091;Warsaw University of Life Sciences – SGGW (WULS-SGGW)
297139;Lincoln University
294985;Beijing Forestry University
297389;Bogor Agricultural University
294095;Estonian University of Life Sciences
294039;South China Agricultural University
293297;Montpellier SupAgro
293561;Universidade Federal de Viçosa-UFV
297054;University of Agriculture, Faisalabad
295017;Huazhong Agricultural University
297007;Northwest Agriculture and Forestry University
296838;Universidad Austral de Chile
296834;Universidad de Concepción
296449;Universidad de Córdoba
293550;Universidade Federal de Lavras
294629;University of Arkansas
295221;University of Montana Missoula
296822;Charles Sturt University
297622;Clemson University
296898;Memorial University of Newfoundland
295202;Oklahoma State University
294041;Shandong Agricultural University
293556;Universidade Federal de São Carlos (UFSCAR)
294957;Universiti Malaysia Terengganu (UMT)
295291;Agrocampus Ouest
294776;Auburn University
295011;Jiangnan University
297103;Masaryk University
294109;Scottish Agricultural College (SAC)
294681;Universidad de Costa Rica
296892;Universidad de la República (UdelaR)
296826;Universidad Nacional de Córdoba - UNC
296831;Universidad Nacional de Mar del Plata
296870;Universidade Federal do Ceará (UFC)
296866;Universidade Federal de Pernambuco (UFPE)
294763;Utah State University
297076;Harper Adams University
296798;Islamic Azad University
296742;Kangwon National University
295007;Northeast Agricultural University
296522;Norwegian School of Veterinary Science
293392;Universidad Autónoma de Chapingo
296849;Universidad Autónoma de Nuevo León
296836;Universidad de Talca
296890;Universidad Nacional Agraria la Molina
296827;Universidad Nacional del Litoral
293533;Universidade Estadual de Londrina
293555;Universidade Federal de Santa Maria
293560;Universidade Federal de Uberlândia
293572;Universidade Federal Rural do Rio de Janeiro
334604;Università degli Studi di Udine
294088;University of Agricultural Sciences and Veterinary Medicine Bucharest
294204;University of Nairobi
294748;University of New Hampshire
293617;University of Novi Sad
294762;University of Wyoming
294591;University of Bradford
295689;Adam Mickiewicz University, Poznań
