id,name,names,external_ids,website,wikipedia
165,Donetsk National Technical University,"{""uk"":""Донецький національний технічний університет"",""ru"":""Донецкий национальный технический университет"",""pl"":""Doniecki Narodowy Uniwersytet Techniczny""}","{""ISNI"":""0000 0001 0661 321X"",""OrgRef"":""11780267"",""Wikidata"":""Q1968183""}",http://donntu.edu.ua,http://en.wikipedia.org/wiki/Donetsk_National_Technical_University
166,University of Porto,"{""ru"":""Университет Порту"",""es"":""Universidad de Porto"",""zh"":""波尔图大学"",""ar"":""جامعة بورتو"",""fr"":""Université de Porto"",""de"":""Universität Porto"",""ja"":""ポルト大学"",""ko"":""포르토대학"",""pt"":""Universidade do Porto""}","{""ISNI"":""0000 0001 1503 7226"",""FundRef"":""501100006753"",""OrgRef"":""3323882"",""Wikidata"":""Q1422903""}",http://www.up.pt,http://en.wikipedia.org/wiki/University_of_Porto
167,Trinity College Dublin,"{""ru"":""Тринити-колледж, Дублин"",""es"":""Universidad Trinity de Dublín"",""zh"":""都柏林三一学院"",""ar"":""كلية ترينيتي في دبلن"",""fr"":""Trinity College Dublin"",""de"":""Trinity College Dublin"",""ja"":""トリニティ・カレッジ　ダブリン大学"",""ko"":""더블린 트리니티대학"",""pt"":""Colégio da Trindade, Dublin"",""ga"":""Coláiste na Tríonóide Baile Átha Cliath""}","{""ISNI"":""0000 0004 1936 9705"",""FundRef"":""501100001637"",""OrgRef"":""31773862"",""Wikidata"":""Q258464""}",http://www.tcd.ie,"http://en.wikipedia.org/wiki/Trinity_College,_Dublin"
168,University College Cork,"{""ru"":""Университетский колледж Корка"",""es"":""Colegio Universitario de Cork"",""zh"":""科克大学学院"",""ar"":""كلية جامعة كورك"",""fr"":""University College Cork (UCC)"",""de"":""University College Cork"",""ja"":""コーク・カレッジ大学"",""ko"":""아일랜드 코크 대학"",""pt"":""Faculdade Universitária de Cork"",""ga"":""Coláiste na hOllscoile""}","{""ISNI"":""0000000123318773"",""FundRef"":""501100001636"",""OrgRef"":""738094"",""Wikidata"":""Q1574185""}",http://www.ucc.ie,http://en.wikipedia.org/wiki/University_College_Cork
169,University of Rennes 1,"{""ru"":""Университет Ренн-1"",""es"":""Universidad de Rennes 1"",""zh"":""雷恩第一大学"",""ar"":""جامعة رين 1"",""fr"":""Université de Rennes 1"",""de"":""Universität Rennes I"",""ja"":""レンヌ第1大学"",""ko"":""렌 제1대학교"",""pt"":""Universidade de Rennes I""}","{""ISNI"":""0000 0001 2191 9284"",""OrgRef"":""7257133"",""Wikidata"":""Q726595""}",http://www.univ-rennes1.fr,http://en.wikipedia.org/wiki/University_of_Rennes_1
170,Kyoto University,"{""ru"":""Киотский университет"",""es"":""Universidad de Kioto"",""zh"":""京都大学"",""ar"":""جامعة كيوتو"",""fr"":""Université de Kyoto"",""de"":""Universität Kyoto"",""ja"":""京都大学"",""ko"":""교토대학"",""pt"":""Universidade de Kyoto""}","{""ISNI"":""0000 0004 0372 2033"",""FundRef"":""501100006086"",""OrgRef"":""187911"",""Wikidata"":""Q336264""}",http://www.kyoto-u.ac.jp,http://en.wikipedia.org/wiki/Kyoto_University
171,University of Tsukuba,"{""ru"":""Университет Цукубы"",""es"":""Universidad de Tsukuba"",""zh"":""筑波大学"",""ar"":""جامعة تسوكوبا"",""fr"":""Université de Tsukuba"",""de"":""Universität Tsukuba"",""ja"":""筑波大学"",""ko"":""쓰쿠바대학"",""pt"":""Universidade de Tsukuba""}","{""ISNI"":""0000 0001 2369 4728"",""FundRef"":""501100006559"",""OrgRef"":""2080195"",""Wikidata"":""Q743615""}",http://www.tsukuba.ac.jp,http://en.wikipedia.org/wiki/University_of_Tsukuba
172,Vietnam National University,"{""zh"":""河内国家大学"",""vi"":""Đại học Quốc gia Hà Nội"",""fr"":""Université nationale du Viêt-nam de Hanoï""}","{""ISNI"":""0000 0004 0637 2083"",""OrgRef"":""18841550"",""Wikidata"":""Q1076729""}",http://www.vnu.edu.vn,"http://en.wikipedia.org/wiki/Vietnam_National_University,_Hanoi"
173,Open University,"{""cy"":""Y Brifysgol Agored""}","{""ISNI"":""0000000096069301"",""FundRef"":""501100006627"",""HESA"":""0001"",""UCAS"":""O11"",""UKPRN"":""10007773"",""OrgRef"":""158464"",""Wikidata"":""Q2413375""}",http://www.open.ac.uk,http://en.wikipedia.org/wiki/Open_University
174,Sofia University,"{""tr"":""Sofya Üniversitesi"",""bg"":""Софийски университет""}","{""ISNI"":""0000 0001 2192 3275"",""OrgRef"":""3516963"",""Wikidata"":""Q841581""}",http://www.uni-sofia.bg,http://en.wikipedia.org/wiki/Sofia_University
175,South University,,,http://www.southuniversity.edu,http://en.wikipedia.org/wiki/South_University
176,Annamalai University,"{""ta"":""அண்ணாமலைப் பல்கலைக்கழகம்"",""pa"":""ਅੰਨਾਮਲਾਈ ਯੂਨੀਵਰਸਿਟੀ"",""ml"":""അണ്ണാമലൈ സർവകലാശാല"",""hi"":""अन्नामलाई विश्वविद्यालय""}","{""ISNI"":""0000 0001 2369 7742"",""OrgRef"":""4296611"",""Wikidata"":""Q3275551""}",http://annamalaiuniversity.ac.in,http://en.wikipedia.org/wiki/Annamalai_University
177,Nazarbayev University,"{""ru"":""Назарбаев Университет"",""kk"":""Назарбаев Университеті""}","{""OrgRef"":""31997298"",""Wikidata"":""Q2783344""}",http://www.nu.edu.kz,http://en.wikipedia.org/wiki/Nazarbayev_University
178,University of Texas at Dallas,"{""ru"":""Техасский университет в Далалсе"",""es"":""Universidad de Texas en Dallas"",""zh"":""德克萨斯大学-达拉斯"",""ar"":""جامعة تكساس في دالاس"",""fr"":""Université du Texas à Dallas"",""de"":""The University of Texas at Dallas"",""ja"":""テキサス大学ダラス校"",""ko"":""텍사스대학교 댈러스캠퍼스"",""pt"":""Universidade do Texas em Dallas""}","{""ISNI"":""0000 0001 2151 7939"",""OrgRef"":""537010"",""Wikidata"":""Q1781394""}",http://www.utdallas.edu,http://en.wikipedia.org/wiki/University_of_Texas_at_Dallas
179,Texas Tech University,"{""ru"":""Технологический университет Техаса"",""es"":""Universidad de Texas Tech"",""zh"":""德克萨斯技术大学"",""ar"":""جامعة تكساس  لتقنية"",""fr"":""Université technique du Texas"",""de"":""Texas Tech University"",""ja"":""テキサス工科大学"",""ko"":""텍사스테크대학교"",""pt"":""Universidade Técnica do Texas""}",,http://www.ttu.edu,http://en.wikipedia.org/wiki/Texas_Tech_University
180,Bauman Moscow State Technical University,"{""ru"":""Московский государственный технический университет им. Н. Э. Баумана""}","{""ISNI"":""0000 0001 0405 5955"",""FundRef"":""501100006754"",""OrgRef"":""714503"",""Wikidata"":""Q1472245""}",http://www.bmstu.ru,http://en.wikipedia.org/wiki/Bauman_Moscow_State_Technical_University
181,Saint Petersburg State University of Technology and Design,,,http://sutd.ru,http://ru.wikipedia.org/wiki/Санкт-Петербургский_государственный_университет_технологии_и_дизайна
182,Moscow State Institute of Radio Engineering,"{""ru"":""Московский государственный технический университет радиотехники""}","{""ISNI"":""0000 0000 9620 717X"",""OrgRef"":""21365348""}",http://www.mirea.ru,"http://en.wikipedia.org/wiki/Moscow_State_Institute_of_Radio_Engineering,_Electronics_and_Automation"
183,Novosibirsk State University,"{""ru"":""Новосибирский государственный университет""}","{""ISNI"":""0000000121896553"",""OrgRef"":""1558948"",""Wikidata"":""Q1637997""}",http://www.nsu.ru,http://en.wikipedia.org/wiki/Novosibirsk_State_University
184,Kean University,,"{""ISNI"":""0000 0001 0513 0152"",""OrgRef"":""295204"",""Wikidata"":""Q6382148""}",http://www.kean.edu,http://en.wikipedia.org/wiki/Kean_University
185,Concordia University,"{""fr"":""Université Concordia""}","{""ISNI"":""0000 0004 1936 8630"",""FundRef"":""501100002914"",""OrgRef"":""42914"",""Wikidata"":""Q326342""}",http://www.concordia.ca,http://en.wikipedia.org/wiki/Concordia_University
186,Concordia University College of Alberta,,"{""ISNI"":""0000 0001 0702 7079"",""OrgRef"":""30859690"",""Wikidata"":""Q5159003""}",http://concordia.ab.ca,http://en.wikipedia.org/wiki/Concordia_University_College_of_Alberta
187,Amity University,"{""hi"":""एमिटी विश्वविद्यालय""}","{""ISNI"":""0000 0004 1805 0217"",""FundRef"":""501100001428"",""OrgRef"":""2993809"",""Wikidata"":""Q4746980""}",http://www.amity.edu,http://en.wikipedia.org/wiki/Amity_University
188,Drexel University,"{""ru"":""Дрексельский университет"",""es"":""Universidad de Drexel"",""zh"":""德雷塞尔大学"",""ar"":""جامعة دريكسيل"",""fr"":""université drexel"",""de"":""Drexel University"",""ja"":""ドレクセル大学"",""ko"":""드렉셀대학교"",""pt"":""Universidade de Drexel""}","{""ISNI"":""0000 0001 2181 3113"",""FundRef"":""100005319"",""OrgRef"":""6936020"",""Wikidata"":""Q603034""}",http://www.drexel.edu,http://en.wikipedia.org/wiki/Drexel_University
189,University of Nottingham,"{""ru"":""Ноттингемский университет"",""es"":""Universidad de Nottingham"",""zh"":""诺丁汉大学"",""ar"":""جامعة نوتنغهام"",""fr"":""Université de Nottingham"",""de"":""Universität Nottingham"",""ja"":""ノッティンガム・トレント大学"",""ko"":""노팅엄대학교"",""pt"":""Universidade de Nottingham"",""cy"":""Prifysgol Nottingham""}","{""ISNI"":""0000 0004 1936 8868"",""FundRef"":""501100004293"",""HESA"":""0155"",""UCAS"":""N84"",""UKPRN"":""10007154"",""OrgRef"":""25086027"",""Wikidata"":""Q472316""}",http://www.nottingham.ac.uk,http://en.wikipedia.org/wiki/University_of_Nottingham
190,Ural Federal University,"{""ru"":""Уральский федеральный университет""}","{""ISNI"":""0000 0004 0645 736X"",""OrgRef"":""47000373"",""Wikidata"":""Q1506552""}",http://urfu.ru,http://en.wikipedia.org/wiki/Ural_Federal_University
191,"University of California, Berkeley","{""ru"":""Калифорнийский университет в Беркли"",""es"":""Universidad de California-Berkeley"",""zh"":""加州大学-伯克利"",""ar"":""جامعة كاليفورنيا ــ بركلي"",""fr"":""Université de California à Berkeley"",""de"":""Universität von Kalifornien - Berkeley"",""ja"":""カリフォルニア大学バークレー校"",""ko"":""캘리포니아대학교 버클리캠퍼스"",""pt"":""Universidade da Califórnia em Berkeley"",""en"":""University of California""}","{""ISNI"":""0000 0001 2181 7878"",""FundRef"":""100007247"",""OrgRef"":""25714291"",""Wikidata"":""Q168756""}",http://www.berkeley.edu,"http://en.wikipedia.org/wiki/University_of_California,_Berkeley"
192,Pennsylvania State University - University Park,"{""ru"":""Университет штата Пенсильвания"",""es"":""Universidad Estatal de Pensilvania - University Park"",""zh"":""宾夕法尼亚州立大学-大学城"",""ar"":""جامعة ولاية بنسلفانيا - جامعة بارك"",""fr"":""Université de l'Etat de Pennsylvanie (Parc universitaire)"",""de"":""Pennsylvania State University - Main Campus"",""ja"":""ペンシルベニア州立大学　ユニバーシティパーク校"",""ko"":""펜실베이니아주립대학교 유니버시티파크캠퍼스"",""pt"":""Universidade Estadual da Pensilvânia - Parque Universitário""}","{""ISNI"":""0000 0001 2097 4281"",""FundRef"":""100007164"",""OrgRef"":""1530183"",""Wikidata"":""Q739627""}",http://www.psu.edu,http://en.wikipedia.org/wiki/Pennsylvania_State_University
193,Cornell University,"{""ru"":""Корнелльский университет"",""es"":""Universidad de Cornell"",""zh"":""康乃尔大学"",""ar"":""جامعة كورنيل"",""fr"":""Université Cornell"",""de"":""Cornell Universität"",""ja"":""コーネル大学"",""ko"":""코넬대학교"",""pt"":""Universidade de Cornell"",""en"":""Cornell University""}","{""ISNI"":""000000041936877X"",""FundRef"":""100007604"",""OrgRef"":""2551571"",""Wikidata"":""Q49115""}",http://www.cornell.edu,http://en.wikipedia.org/wiki/Cornell_University
194,Petrozavodsk State University,"{""ru"":""Петрозаводский государственный университет""}","{""ISNI"":""0000 0001 1018 3793"",""OrgRef"":""40878131"",""Wikidata"":""Q4361461""}",http://www.petrsu.ru,http://en.wikipedia.org/wiki/Petrozavodsk_State_University
195,Princeton University,"{""ru"":""Принстонский университет"",""es"":""Universidad de Princeton"",""zh"":""普林斯顿大学"",""ar"":""جامعة برنستون"",""fr"":""Université de Princeton"",""de"":""Universität Princeton"",""ja"":""プリンストン大学"",""ko"":""프린스턴대학교"",""pt"":""Universidade de Princeton""}","{""ISNI"":""0000 0001 2097 5006"",""FundRef"":""100005664"",""OrgRef"":""449646"",""Wikidata"":""Q21578""}",http://www.princeton.edu,http://en.wikipedia.org/wiki/Princeton_University
196,Humboldt University of Berlin,"{""de"":""Humboldt-Universität zu Berlin""}","{""ISNI"":""0000 0001 2248 7639"",""FundRef"":""501100006211"",""OrgRef"":""47000142"",""Wikidata"":""Q152087""}",http://www.hu-berlin.de,http://en.wikipedia.org/wiki/Humboldt_University_of_Berlin
197,Free University of Berlin,"{""de"":""Freie Universität Berlin""}","{""ISNI"":""0000 0000 9116 4836"",""FundRef"":""501100002971    "",""OrgRef"":""315275"",""Wikidata"":""Q153006""}",http://www.fu-berlin.de,http://en.wikipedia.org/wiki/Free_University_of_Berlin
198,Polytechnic University of Catalonia,"{""ru"":""Политехнический университет Каталонии"",""es"":""Universidad Politécnica de Cataluña"",""zh"":""加泰罗尼亚理工大学"",""ar"":""جامعة قرطاجنة التقنية"",""fr"":""Université Polytechnique de Catalogne"",""de"":""Polytechnische Universität Katalonien"",""ja"":""カタロニア工業大学"",""ko"":""카탈루냐 공과대학교"",""pt"":""Universidade Politécnica da Catalunha"",""gl"":""Universidade Politécnica de Cataluña"",""en"":""Polytechnic University of Catalonia""}","{""OrgRef"":""63871"",""Wikidata"":""Q1640731""}",http://www.upc.edu,http://en.wikipedia.org/wiki/Polytechnic_University_of_Catalonia
199,Peoples' Friendship University of Russia,"{""ru"":""Российский университет дружбы народов""}","{""ISNI"":""0000 0004 0645 517X"",""OrgRef"":""869730"",""Wikidata"":""Q839669""}",http://www.rudn.ru,http://en.wikipedia.org/wiki/Peoples'_Friendship_University_of_Russia
200,University of Hamburg,"{""ru"":""Гамбургский университет"",""es"":""Universidad de Hamburgo"",""zh"":""汉堡大学"",""ar"":""جامعة هامبورج"",""fr"":""Université de Hambourg"",""de"":""Universität Hamburg"",""ja"":""ハンブルク大学"",""ko"":""함부르크대학교"",""pt"":""Universidade de Hamburgo""}","{""ISNI"":""0000 0001 2287 2617"",""FundRef"":""501100005711"",""OrgRef"":""47003059"",""Wikidata"":""Q156725""}",http://www.uni-hamburg.de,http://en.wikipedia.org/wiki/University_of_Hamburg
