id,name,names,external_ids,website,wikipedia
399,"University of California, Santa Barbara","{""ru"":""Калифорнийский университет в Санта-Барбаре"",""es"":""Universidad de California, Santa Bárbara"",""zh"":""加州大学-圣塔芭芭拉"",""ar"":""جامعة كاليفورنيا، سانتا باربرا"",""fr"":""Université de California à Santa Barbara"",""de"":""University of California, Santa Barbara"",""ja"":""カリフォルニア州立大学サンタバーバラ校"",""ko"":""캘리포니아대학교 샌타바버라캠퍼스"",""pt"":""Universidade da Califórnia, Santa Barbara""}","{""ISNI"":""0000 0004 1936 9676"",""FundRef"":""100006494"",""OrgRef"":""211917"",""Wikidata"":""Q263064""}",http://www.ucsb.edu,"http://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara"
400,University of  Paris-Sud,"{""ru"":""Университет Париж-Юг 11"",""es"":""Universidad de París Sur (Paris XI)"",""zh"":""巴黎第十一大学"",""ar"":""(باريس الـ11 (باريس الجنوبية"",""fr"":""Université Paris-Sud"",""de"":""Universität Paris-Süd"",""ja"":""パリ第11大学"",""ko"":""파리제11대학"",""pt"":""Universidade de Paris Sud (Paris XI)"",""ca"":""Universitat de París Sud""}","{""ISNI"":""0000 0001 2171 2558"",""OrgRef"":""30874583"",""Wikidata"":""Q1480643""}",http://www.u-psud.fr,http://en.wikipedia.org/wiki/University_of_Paris-Sud
401,University of Copenhagen,"{""ru"":""Копенгагенский университет"",""es"":""Universidad de Copenhague"",""zh"":""哥本哈根大学"",""ar"":""جامعة كوبنهاغن"",""fr"":""Copenhague"",""de"":""Universität Kopenhagen"",""ja"":""コペンハーゲン大学"",""ko"":""코펜하겐대학교"",""pt"":""Universidade de Copenhagen"",""da"":""Københavns Universitet""}","{""ISNI"":""0000 0001 0674 042X"",""FundRef"":""501100005193"",""OrgRef"":""647509"",""Wikidata"":""Q186285""}",http://www.ku.dk,http://en.wikipedia.org/wiki/University_of_Copenhagen
402,University of North Carolina at Chapel Hill,"{""ru"":""Университет Северной Каролины в Чапел-Хилл"",""es"":""Universidad de Carolina del Norte en Chapel Hill"",""zh"":""北卡罗来纳大学-教堂山"",""ar"":""جامعة كارولاينا الشمالية في تشابل هيل"",""fr"":""Université de Carolina du Nord à Chapel Hill"",""de"":""University of North Carolina at Chapel Hill"",""ja"":""ノースカロライナ大学 チャペルヒル校"",""ko"":""노스캐롤라이나대학교 채플힐캠퍼스"",""pt"":""Universidade da Carolina do Norte em Chapel Hill"",""en"":""University of North Carolina at Chapel Hill""}","{""ISNI"":""0000000122483208"",""FundRef"":""100008615"",""OrgRef"":""4326148"",""Wikidata"":""Q192334""}",http://www.unc.edu,http://en.wikipedia.org/wiki/University_of_North_Carolina_at_Chapel_Hill
403,Karolinska Institute,"{""ru"":""Медицинский институт Каролинска"",""es"":""Instituto Karolinska"",""zh"":""卡罗林斯卡学院"",""ar"":""معهد كارولينسكا"",""fr"":""Institut Karolinska"",""de"":""Karolinska Institute"",""ja"":""カロリンスカ研究所"",""ko"":""카롤린스카 연구소"",""pt"":""Instituto Karolinska"",""fi"":""Karoliininen instituutti""}","{""ISNI"":""0000 0004 1937 0626"",""FundRef"":""501100004047"",""OrgRef"":""216908"",""Wikidata"":""Q219564""}",http://ki.se,http://en.wikipedia.org/wiki/Karolinska_Institutet
404,"University of California, Irvine","{""ru"":""Калифорнийский университет в Ирвайне"",""es"":""Universidad de California, Irvine"",""zh"":""加州大学-欧文"",""ar"":""جامعة كاليفورنيا، إرفاين"",""fr"":""Université de California à Irvine"",""de"":""University of California, Irvine"",""ja"":""カリフォルニア大学アーバイン校"",""ko"":""캘리포니아대학교 어바인캠퍼스"",""pt"":""Universidade da Califórnia, Irvine""}","{""ISNI"":""0000 0001 0668 7243"",""FundRef"":""100006448"",""OrgRef"":""44757"",""Wikidata"":""Q868421""}",http://www.uci.edu,"http://en.wikipedia.org/wiki/University_of_California,_Irvine"
405,Durham University,"{""ru"":""Даремский университет"",""es"":""Universidad de Durham"",""zh"":""杜伦大学"",""ar"":""جامعة دورهام"",""fr"":""Université de Durham"",""de"":""Universität Durham"",""ja"":""ダラム大学"",""ko"":""더럼대학교"",""pt"":""Universidade de Durham""}","{""ISNI"":""0000 0000 8700 0572"",""FundRef"":""501100000716"",""HESA"":""0116"",""UCAS"":""D86"",""UKPRN"":""10007143"",""OrgRef"":""6990439"",""Wikidata"":""Q458393""}",http://www.dur.ac.uk,http://en.wikipedia.org/wiki/Durham_University
406,"University of California, Davis","{""ru"":""Калифорнийский университет в Дэвисе"",""es"":""Universidad de California, Davis"",""zh"":""加州大学-戴维斯"",""ar"":""جامعة كاليفورنيا، ديفيس"",""fr"":""Université de la California à Davis"",""de"":""University of California, Davis"",""ja"":""カリフォルニア大学　デービス校"",""ko"":""캘리포니아대학교 데이비스캠퍼스"",""pt"":""Universidade da Califórnia, Davis""}","{""ISNI"":""0000 0004 1936 9684"",""FundRef"":""100008956"",""OrgRef"":""894718"",""Wikidata"":""Q129421""}",http://www.ucdavis.edu,"http://en.wikipedia.org/wiki/University_of_California,_Davis"
407,Vanderbilt University,"{""ru"":""Университет Вандербильта"",""es"":""Universidad de Vanderbilt"",""zh"":""范德堡大学"",""ar"":""جامعة فاندربيلت"",""fr"":""Université de Vanderbilt"",""de"":""Vanderbilt University"",""ja"":""ヴァンダービルト大学"",""ko"":""밴더빌트대학교"",""pt"":""Universidade de Vanderbilt""}","{""ISNI"":""0000 0001 2264 7217"",""FundRef"":""100007206"",""OrgRef"":""3152259"",""Wikidata"":""Q29052""}",http://www.vanderbilt.edu,http://en.wikipedia.org/wiki/Vanderbilt_University
408,University of Edinburgh,"{""ru"":""Эдинбургский университет"",""es"":""Universidad de Edimburgo"",""zh"":""爱丁堡大学"",""ar"":""جامعة إدنبرغ"",""fr"":""Université d'Édimbourg"",""de"":""Universität Edinburgh"",""ja"":""エジンバラ大学"",""ko"":""에든버러대학교"",""pt"":""Universidade de Edimburgo"",""cy"":""Prifysgol Caeredin""}","{""ISNI"":""0000 0004 1936 7988"",""FundRef"":""501100005698"",""HESA"":""0096"",""UCAS"":""E56"",""UKPRN"":""10007790"",""OrgRef"":""47000436"",""Wikidata"":""Q160302""}",http://www.ed.ac.uk,http://en.wikipedia.org/wiki/University_of_Edinburgh
409,Utrecht University,"{""ru"":""Утрехтский университет"",""es"":""Universidad de Utrecht"",""zh"":""乌得勒支大学"",""ar"":""جامعة أوتريخت"",""fr"":""Université d'Utrecht"",""de"":""Universität Utrecht"",""ja"":""ユトレヒト大学"",""ko"":""위트레흐트대학"",""pt"":""Universidade de Utrecht"",""nl"":""Universiteit Utrecht""}","{""ISNI"":""0000000120346234"",""FundRef"":""501100002989"",""OrgRef"":""22267582"",""Wikidata"":""Q221653""}",http://www.uu.nl,http://en.wikipedia.org/wiki/Utrecht_University
410,"Rutgers, The State University of New Jersey - New Brunswick","{""ru"":""Университет штата Нью-Джерси имени Г. Рутгерса в Нью-Брансуике"",""es"":""Rutgers, Universidad Estatal New Jersey - New Brunswick"",""zh"":""罗格斯大学新布朗斯维克分校"",""ar"":""روتجرز في جامعة ولاية نيو جيرسي، نيو برونزويك"",""fr"":""Université Rutgers (Campus du Nouveau-Brunswick)"",""de"":""Rutgers, The State University of New Jersey - New Brunswick"",""ja"":""ラットガーズ　ニュージャージー州立大学　ニューブランズウィック校"",""ko"":""러트거스대학교 뉴브런즈윅캠퍼스"",""pt"":""Universidade Estadual de Nova Jersey, Rutgers - New Brunswick""}","{""ISNI"":""0000 0004 1936 8796"",""FundRef"":""100007559"",""OrgRef"":""3496938"",""Wikidata"":""Q499451""}",http://www.rutgers.edu,http://en.wikipedia.org/wiki/Rutgers_University
411,University of Munich,"{""ru"":""Университет  Мюнхена"",""es"":""Universidad de Múnich"",""zh"":""慕尼黑大学"",""ar"":""جامعة ميونج"",""fr"":""Université de Munich"",""de"":""Ludwig-Maximilians-Universität München"",""ja"":""ミュンヘン大学"",""ko"":""뮌헨대학교"",""pt"":""Universidade de Munique""}","{""ISNI"":""0000 0004 1936 973X"",""FundRef"":""501100006192"",""OrgRef"":""252750"",""Wikidata"":""Q55044""}",http://www.uni-muenchen.de,http://en.wikipedia.org/wiki/Ludwig_Maximilian_University_of_Munich
412,University of Bristol,"{""ru"":""Бристольский университет"",""es"":""Universidad de Brístol"",""zh"":""布里斯托尔大学"",""ar"":""جامعة بريستول"",""fr"":""Université de Bristol"",""de"":""Universität Bristol"",""ja"":""ブリストル大学"",""ko"":""브리스틀대학교"",""pt"":""Universidade de Bristol"",""cy"":""Prifysgol Bryste""}","{""ISNI"":""0000 0004 1936 7603"",""FundRef"":""501100006438"",""HESA"":""0112"",""UCAS"":""B78"",""UKPRN"":""10007786"",""OrgRef"":""60991"",""Wikidata"":""Q459506""}",http://www.bristol.ac.uk,http://en.wikipedia.org/wiki/University_of_Bristol
413,Ohio State University - Columbus,"{""ru"":""Университет штата Огайо - Колумбус"",""es"":""Universidad Estatal de Ohio - Columbus"",""zh"":""俄亥俄州立大学-哥伦布"",""ar"":""جامعة ولاية أوهايو - كولومبوس"",""fr"":""Université de l'État d'Ohio à Columbus"",""de"":""Ohio State University"",""ja"":""オハイオ州立大学 - コロンバス"",""ko"":""오하이오주립대학교 콜럼버스캠퍼스"",""pt"":""Universidade Estadual de Ohio-Columbus""}","{""ISNI"":""0000 0001 2285 7943"",""FundRef"":""100005520"",""OrgRef"":""3583247"",""Wikidata"":""Q309331""}",http://www.osu.edu,http://en.wikipedia.org/wiki/Ohio_State_University
414,University of Arizona,"{""ru"":""Университет Аризоны"",""es"":""Universidad de Arizona"",""zh"":""亚利桑那大学"",""ar"":""جامعة أريزونا"",""fr"":""Université d'Arizona"",""de"":""University of Arizona"",""ja"":""アリゾナ大学"",""ko"":""애리조나대학교"",""pt"":""Universidade do Arizona""}","{""ISNI"":""0000 0001 2168 186X"",""FundRef"":""100005421"",""OrgRef"":""13209660"",""Wikidata"":""Q503419""}",http://www.arizona.edu,http://en.wikipedia.org/wiki/University_of_Arizona
415,Moscow Institute of Physics and Technology,"{""ru"":""Московский физико-технический институт""}","{""ISNI"":""0000000092721542"",""OrgRef"":""829515"",""Wikidata"":""Q1367256""}",http://mipt.ru,http://en.wikipedia.org/wiki/Moscow_Institute_of_Physics_and_Technology
416,Arizona State University,"{""ru"":""Университет штата Аризона"",""es"":""Universidad Estatal de Arizona"",""zh"":""亚利桑那州立大学"",""ar"":""جامعة ولاية أريزونا"",""fr"":""Université d'état de l'Arizona"",""de"":""Arizona State University"",""ja"":""アリゾナ州立大学"",""ko"":""애리조나주립대학"",""pt"":""Universidade Estadual do Arizona""}","{""ISNI"":""0000 0001 2151 2636"",""FundRef"":""100005908"",""OrgRef"":""9752815"",""Wikidata"":""Q670897""}",http://www.asu.edu,http://en.wikipedia.org/wiki/Arizona_State_University
417,Brown University,"{""ru"":""Брауновский университет"",""es"":""Universidad de Brown"",""zh"":""布朗大学"",""ar"":""جامعة براون"",""fr"":""Université Brown"",""de"":""Brown University"",""ja"":""ブラウン大学"",""ko"":""브라운대학교"",""pt"":""Universidade de Brown""}","{""ISNI"":""0000 0004 1936 9094"",""FundRef"":""100005478"",""OrgRef"":""747524"",""Wikidata"":""Q49114""}",http://www.brown.edu,http://en.wikipedia.org/wiki/Brown_University
418,National Research Nuclear University MEPhI,"{""ru"":""Национальный исследовательский ядерный университет МИФИ""}","{""ISNI"":""0000 0000 8868 5198"",""OrgRef"":""1145154"",""Wikidata"":""Q56837""}",http://mephi.ru,http://en.wikipedia.org/wiki/National_Research_Nuclear_University_MEPhI
419,Aarhus University,"{""ru"":""Орхусский университет"",""es"":""Universidad de Aarhus"",""zh"":""奥胡斯大学"",""ar"":""جامعة آرهوس"",""fr"":""Université d'Aarhus"",""de"":""Universität Aarhus"",""ja"":""オーフス大学"",""ko"":""오르후스대학교"",""pt"":""Universidade de Aarhus"",""da"":""Aarhus Universitet""}","{""ISNI"":""0000 0001 1956 2722"",""FundRef"":""100008628"",""OrgRef"":""38530302"",""Wikidata"":""Q924265""}",http://www.au.dk,http://en.wikipedia.org/wiki/Aarhus_University
420,Ghent University,"{""ru"":""Гентский университет"",""es"":""Universidad de Gante"",""zh"":""根特大学"",""ar"":""جامعة غنت"",""fr"":""Université de Gand"",""de"":""Universität Gent"",""ja"":""ゲント大学"",""ko"":""겐트대학교"",""pt"":""Universidade de Gante"",""nl"":""Universiteit Gent""}","{""ISNI"":""0000 0001 2069 7798"",""FundRef"":""501100004385"",""OrgRef"":""268040"",""Wikidata"":""Q1137665""}",http://www.ugent.be,http://en.wikipedia.org/wiki/Ghent_University
421,Osaka University,"{""ru"":""Осакский университет"",""es"":""Universidad de Osaka"",""zh"":""大阪大学"",""ar"":""جامعة أوساكا"",""fr"":""Université d'Osaka"",""de"":""Universität Osaka"",""ja"":""大阪大学"",""ko"":""오사카대학"",""pt"":""Universidade de Osaka""}","{""ISNI"":""0000 0004 0373 3971"",""FundRef"":""501100004206"",""OrgRef"":""3378942"",""Wikidata"":""Q651233""}",http://www.osaka-u.ac.jp,http://en.wikipedia.org/wiki/Osaka_University
422,Rice University,"{""ru"":""Университет Уильяма Марша Райса"",""es"":""Universidad Rice"",""zh"":""莱斯大学"",""ar"":""جامعة رايس"",""fr"":""Université Rice"",""de"":""Rice Universität"",""ja"":""ライス大学"",""ko"":""라이스대학교"",""pt"":""Universidade de Rice""}","{""ISNI"":""","0000 0004 1936 8278"",""FundRef"":""100005894"",""OrgRef"":""25813"",""Wikidata"":""Q842909""}",http://www.rice.edu
423,Harvard Business School,,,http://www.hbs.edu,http://en.wikipedia.org/wiki/Harvard_Business_School
424,Case Western Reserve University,"{""ru"":""Западный резервный университет Кейза (Университет Кейс Вестерн Резерв)"",""es"":""Universidad Occidental de la Reserva del Caso"",""zh"":""凯斯西储大学"",""ar"":""جامعة كيس ويسترن ريسيرف"",""fr"":""Université Case Western Reserve"",""de"":""Case Western Reserve University"",""ja"":""ケースウェスタンリザーブ大学"",""ko"":""케이스웨스턴리저브대학교"",""pt"":""Universidade da Reserva de Case Western""}","{""ISNI"":""0000 0001 2164 3847"",""FundRef"":""100008533"",""OrgRef"":""3496766"",""Wikidata"":""Q1047060""}",http://www.case.edu,http://en.wikipedia.org/wiki/Case_Western_Reserve_University
425,University of Freiburg,"{""ru"":""Университет Фрайбурга"",""es"":""Universidad de Friburgo"",""zh"":""弗莱堡大学"",""ar"":""جامعة فرايبورغ"",""fr"":""Université de Freiburg"",""de"":""Universität Freiburg"",""ja"":""フライブルク大学"",""ko"":""프라이부르크 알베르트루트비히 대학교"",""pt"":""Universidade de Freiburg""}","{""FundRef"":""501100003190"",""OrgRef"":""298971"",""Wikidata"":""Q153987""}",http://www.uni-freiburg.de,http://en.wikipedia.org/wiki/University_of_Freiburg
426,Baylor College of Medicine,"{""ru"":""Медицинский Колледж Бейлора"",""es"":""Escuela de Medicina de Baylor"",""zh"":""贝勒医学院"",""ar"":""كلية بايلور للطب"",""fr"":""Collège de médecine Baylor"",""de"":""Baylor College of Medicine"",""ja"":""ベイラー医科大学"",""ko"":""베일러의과대학"",""pt"":""Faculdade de Medicina de Baylor""}","{""ISNI"":""0000 0001 2160 926X"",""FundRef"":""100007915"",""OrgRef"":""446404"",""Wikidata"":""Q2892284""}",http://www.bcm.edu,http://en.wikipedia.org/wiki/Baylor_College_of_Medicine
427,Catholic University of Louvain,"{""ru"":""Лувенский католический университет"",""es"":""Universidad Católica de Lovaina"",""zh"":""鲁汶大学(法语)"",""ar"":""الجامعة الكاثوليكية في لوفان"",""fr"":""Université catholique de Louvain"",""de"":""Université catholique de Louvain"",""ja"":""ーヴァン・カトリック大学"",""ko"":""루뱅가톨릭대학교"",""pt"":""Universidade Católica de Lovaina""}",,http://www.uclouvain.be,http://en.wikipedia.org/wiki/Université_catholique_de_Louvain
428,Catholic University of Leuven,"{""ru"":""Лёвенский католический университет"",""es"":""KU Leuven"",""zh"":""鲁汶大学(佛兰德语)"",""ar"":""جامعة لوفين الكاثوليكية"",""fr"":""Katholieke Universiteit Leuven"",""de"":""Katholische Universität Löwen"",""ja"":""ルーヴァン・カトリック大学"",""ko"":""루벤대학교"",""pt"":""Universidade Católica da Lovaina"",""nl"":""Katholieke Universiteit Leuven""}","{""ISNI"":""0000 0001 0668 7884"",""FundRef"":""501100004497"",""OrgRef"":""3086876"",""Wikidata"":""Q833670""}",http://www.kuleuven.be,http://en.wikipedia.org/wiki/Katholieke_Universiteit_Leuven
429,Georgia Institute of Technology,"{""ru"":""Технологический институт Джорджии"",""es"":""Instituto de Tecnología de Georgia"",""zh"":""佐治亚理工学院"",""ar"":""معهد جورجيا التقني"",""fr"":""Institut de technologie de Georgia"",""de"":""Georgia Institute of Technology"",""ja"":""ジョージア工科大学"",""ko"":""조지아공과대학교"",""pt"":""Instituto de Tecnologia da Geórgia""}","{""ISNI"":""0000 0001 2097 4943"",""FundRef"":""100009523"",""OrgRef"":""28486339"",""Wikidata"":""Q864855""}",http://www.gatech.edu,http://en.wikipedia.org/wiki/Georgia_Institute_of_Technology
430,Joseph Fourier University,"{""ru"":""Университет имени Жозефа Фурье, (Гренобль 1 )"",""es"":""Universidad Joseph Fourier de Grenoble"",""zh"":""格勒诺布尔第一大学"",""ar"":""جامعة غرونوبل 1"",""fr"":""Université Joseph Fourier (Grenoble 1)"",""de"":""Universität Joseph Fourier Grenoble I"",""ja"":""ジョセフ・フーリエ大学"",""ko"":""그르노블제1대학교"",""pt"":""Universidade de Joseph Fourier (Grenoble 1)""}","{""ISNI"":""0000 0001 0944 2786"",""OrgRef"":""4468976"",""Wikidata"":""Q955647""}",http://www.ujf-grenoble.fr,http://en.wikipedia.org/wiki/Joseph_Fourier_University
431,Mayo Medical School,"{""ru"":""Медицинская школа клиники Майо"",""es"":""Escuela Médica de Mayo"",""zh"":""梅奥临床医学院"",""ar"":""مدرسة مايو الطبية"",""fr"":""Faculté de médecine Mayo"",""de"":""Mayo Medical School"",""ja"":""メイヨー医科大学"",""ko"":""메이요의과대학"",""pt"":""Escola Médica de Mayo""}",,http://www.mayoclinic.org,http://en.wikipedia.org/wiki/Mayo_Medical_School
432,Indiana University Bloomington,"{""ru"":""Индианский университет в Блумингтоне"",""es"":""Universidad de Indiana Bloomington"",""zh"":""印第安纳大学-布鲁明顿"",""ar"":""جامعة إنديانا بلومنجتون"",""fr"":""Université d'Indiana à Bloomington"",""de"":""Indiana University Bloomington"",""ja"":""インディアナ大学ブルーミントン校"",""ko"":""인디애나대학교 블루밍턴캠퍼스"",""pt"":""Universidade de Indiana Bloomington""}","{""ISNI"":""0000 0001 0790 959X"",""FundRef"":""100005579    "",""OrgRef"":""802797"",""Wikidata"":""Q1079140""}",http://www.indiana.edu,http://en.wikipedia.org/wiki/Indiana_University_Bloomington
433,Nagoya University,"{""ru"":""Нагойский университет"",""es"":""Universidad de Nagoya"",""zh"":""名古屋大学"",""ar"":""جامعة ناغويا"",""fr"":""Université de Nagoya"",""de"":""Universität Nagoya"",""ja"":""名古屋大学"",""ko"":""나고야대학"",""pt"":""Universidade de Nagoya""}","{""ISNI"":""0000 0001 0943 978X"",""FundRef"":""501100005702 "",""OrgRef"":""1340264"",""Wikidata"":""Q1191132""}",http://www.nagoya-u.ac.jp,http://en.wikipedia.org/wiki/Nagoya_University
434,National Taiwan University,"{""ru"":""Национальный университет Тайваня"",""es"":""Universidad Nacional de Taiwán"",""zh"":""台湾大学"",""ar"":""جامعة تايوان الوطنية"",""fr"":""Université Nationale de Taiwan"",""de"":""Nationaluniversität Taiwan"",""ja"":""国立台湾大学"",""ko"":""국립대만대학"",""pt"":""Universidade Nacional de Taiwan""}","{""ISNI"":""0000 0004 0546 0241"",""FundRef"":""501100006732"",""OrgRef"":""202639"",""Wikidata"":""Q32746""}",http://www.ntu.edu.tw,http://en.wikipedia.org/wiki/National_Taiwan_University
435,Oregon State University,"{""ru"":""Университет штата Орегон"",""es"":""Universidad estatal de Oregón"",""zh"":""俄勒冈州立大学"",""ar"":""جامعة ولاية أوريغون"",""fr"":""Université d'Etat de l'Oregon"",""de"":""Oregon State University"",""ja"":""オレゴン州立大学"",""ko"":""오리건주립대학교"",""pt"":""Universidade Estadual do Oregon""}","{""ISNI"":""0000 0001 2112 1969"",""FundRef"":""100005587    "",""OrgRef"":""233155"",""Wikidata"":""Q861888""}",http://oregonstate.edu,http://en.wikipedia.org/wiki/Oregon_State_University
436,Radboud University Nijmegen,"{""ru"":""Университет Неймегена"",""es"":""Universidad Radboud de Nijmegen"",""zh"":""奈梅亨大学"",""ar"":""جامعة رادبود نيميجن"",""fr"":""Université Radboud de Nimègue"",""de"":""Radboud-Universität Nijmegen"",""ja"":""Radboud大学ナイメーヘン"",""ko"":""네이메헌 라드바우드대학"",""pt"":""Universidade de Radboud de Nijmegen"",""nl"":""Radboud Universiteit Nijmegen""}","{""ISNI"":""0000000122931605"",""FundRef"":""501100001832"",""OrgRef"":""956504"",""Wikidata"":""Q632004""}",http://www.ru.nl,http://en.wikipedia.org/wiki/Radboud_University_Nijmegen
437,King's College London,"{""ru"":""Королевский колледж Лондона"",""es"":""Colegio Universitario de King de Londres"",""zh"":""伦敦国王学院"",""ar"":""جامعة كينجز كوليدج بلندن"",""fr"":""King's College à Londres"",""de"":""King's College / University of London"",""ja"":""キングス・カレッジ・ロンドン（ロンドン大学）"",""ko"":""킹스칼리지런던"",""pt"":""Kings' College de Londres"",""cy"":""Coleg y Brenin""}","{""ISNI"":""0000 0001 2322 6764"",""FundRef"":""501100004074"",""HESA"":""0134"",""UCAS"":""K60"",""UKPRN"":""10003645"",""OrgRef"":""158465"",""Wikidata"":""Q245247""}",http://www.kcl.ac.uk,http://en.wikipedia.org/wiki/Kings_College_London
438,Texas A&M University,"{""ru"":""Техасский аграрно-технический университет"",""es"":""Universidad de Texas A&M"",""zh"":""德州农工大学"",""ar"":""كلية تكساس للعلوم الزراعية والميكانيكية"",""fr"":""Université A&M du Texas"",""de"":""Texas A & M University"",""ja"":""テキサスA&M大学"",""ko"":""텍사스A&M대학교"",""pt"":""Universidade A&M do Texas""}","{""ISNI"":""0000 0004 4687 2082"",""FundRef"":""100004913"",""OrgRef"":""1415874"",""Wikidata"":""Q49212""}",http://www.tamu.edu,http://en.wikipedia.org/wiki/Texas_A&M_University
439,University of Sheffield,"{""ru"":""Шеффилдский университет"",""es"":""Universidad de Sheffield"",""zh"":""谢菲尔德大学"",""ar"":""جامعة شفيلد"",""fr"":""Université de Sheffield"",""de"":""Universität Sheffield"",""ja"":""シェフィールド大学"",""ko"":""셰필드대학교"",""pt"":""Universidade de Sheffield"",""cy"":""Prifysgol Sheffield""}","{""ISNI"":""0000 0004 1936 9262"",""FundRef"":""501100000858"",""HESA"":""0159"",""UCAS"":""S18"",""UKPRN"":""10007157"",""OrgRef"":""310417"",""Wikidata"":""Q823917""}",http://www.sheffield.ac.uk,http://en.wikipedia.org/wiki/University_of_Sheffield
440,National Research University Higher School of Economics,"{""ba"":""Юғары иҡтисад мәктәбе"",""ru"":""Высшая школа экономики""}","{""ISNI"":""0000 0004 0578 2005"",""FundRef"":""501100007251"",""OrgRef"":""10443874"",""Wikidata"":""Q1959511""}",http://www.hse.ru,http://en.wikipedia.org/wiki/National_Research_University_–_Higher_School_of_Economics
441,Moscow State Institute of International Relations,"{""ru"":""Московский государственный институт международных отношений""}","{""ISNI"":""0000 0001 2289 4349"",""OrgRef"":""2051217"",""Wikidata"":""Q322964""}",http://www.mgimo.ru,http://en.wikipedia.org/wiki/Moscow_State_Institute_of_International_Relations
442,Tohoku University,"{""ru"":""Университет Тохоку"",""es"":""Universidad de Tohoku"",""zh"":""东北大学(日本)"",""ar"":""جامعة توهوكو"",""fr"":""Université Tohoku"",""de"":""Universität Tohoku"",""ja"":""東北大学（日本）"",""ko"":""도호쿠대학"",""pt"":""Universidade de Tohoku""}","{""ISNI"":""0000 0001 2248 6943"",""FundRef"":""501100006467"",""OrgRef"":""573744"",""Wikidata"":""Q1062129""}",http://www.tohoku.ac.jp,http://en.wikipedia.org/wiki/Tohoku_University
443,Saint Petersburg State Polytechnical University,"{""ru"":""Санкт-Петербургский государственный политехнический университет""}","{""ISNI"":""0000 0000 9795 6893"",""OrgRef"":""6258161"",""Wikidata"":""Q1379834""}",http://www.spbstu.ru,http://en.wikipedia.org/wiki/Saint_Petersburg_State_Polytechnic_University
444,Tokyo Institute of Technology,"{""ru"":""Токийский технологический институт"",""es"":""Instituto Tecnológico de Tokio"",""zh"":""东京工业大学"",""ar"":""معهد طوكيو للتكنولوجيا"",""fr"":""Université de technologie de Tokyo"",""de"":""Technische Hochschule Tokio"",""ja"":""東京工業大学"",""ko"":""도쿄공업대학"",""pt"":""Instituto de Tecnologia de Tóquio""}","{""ISNI"":""0000 0001 2179 2105"",""FundRef"":""501100004520"",""OrgRef"":""432607"",""Wikidata"":""Q587326""}",http://www.titech.ac.jp,http://en.wikipedia.org/wiki/Tokyo_Institute_of_Technology
445,University of Amsterdam,"{""ru"":""Амстердамский университет"",""es"":""Universidad de Ámsterdam"",""zh"":""阿姆斯特丹大学"",""ar"":""جامعة أمستردام"",""fr"":""Université d'Amsterdam"",""de"":""Universität von Amsterdam"",""ja"":""アムステルダム大学"",""ko"":""암스테르담대학"",""pt"":""Universidade de Amsterdão"",""nl"":""Universiteit van Amsterdam""}","{""ISNI"":""0000000084992262"",""FundRef"":""501100001827"",""OrgRef"":""36945751"",""Wikidata"":""Q214341""}",http://www.uva.nl,http://en.wikipedia.org/wiki/University_of_Amsterdam
446,University of Birmingham,"{""ru"":""Бирмингемский университет"",""es"":""Universidad de Birmingham"",""zh"":""伯明翰大学"",""ar"":""جامعة برمنجهام"",""fr"":""Université de Birmingham"",""de"":""University of Birmingham"",""ja"":""バーミンガム大学"",""ko"":""버밍엄대학교"",""pt"":""Universidade de Birmingham"",""cy"":""Prifysgol Birmingham""}","{""ISNI"":""0000 0004 1936 7486"",""FundRef"":""501100000855"",""HESA"":""0110"",""UCAS"":""B32"",""UKPRN"":""10006840"",""OrgRef"":""209935"",""Wikidata"":""Q223429""}",http://www.birmingham.ac.uk,http://en.wikipedia.org/wiki/University_of_Birmingham
447,University of Bonn,"{""ru"":""Боннский университет"",""es"":""Universidad de Bonn"",""zh"":""波恩大学"",""ar"":""جامعة بون"",""fr"":""Université de Bonn"",""de"":""Universität Bonn"",""ja"":""ボン大学"",""ko"":""본대학교"",""pt"":""Universidade de Bonn""}","{""ISNI"":""0000 0001 2240 3300"",""OrgRef"":""89061"",""Wikidata"":""Q152171""}",http://www.uni-bonn.de,http://en.wikipedia.org/wiki/University_of_Bonn
448,"University of California, Santa Cruz","{""ru"":""Калифорнийский университет в Санта Круз"",""es"":""Universidad de California, Santa Cruz"",""zh"":""加州大学-圣克鲁兹"",""ar"":""جامعة كاليفورنيا، سانتا كروز"",""fr"":""Université de California à Santa Cruz"",""de"":""University of California, Santa Cruz"",""ja"":""カリフォルニア大学　サンタクルス校"",""ko"":""캘리포니아대학교 산타크루스캠퍼스"",""pt"":""Universidade da Califórnia, Santa Cruz""}","{""ISNI"":""0000 0001 0740 6917"",""FundRef"":""100006440"",""OrgRef"":""31923"",""Wikidata"":""Q1047293""}",http://www.ucsc.edu,"http://en.wikipedia.org/wiki/University_of_California,_Santa_Cruz"
